2022-05-01 12:57:32.973 UTC,"postgres","c18395341_stockbroker_db",3508,"[local]",626d241f.db4,60,"idle",2022-04-30 11:57:19 UTC,6/75,0,ERROR,42601,"syntax error at or near ""psql""",,,,,,"psql -E
;",1,,"psql","client backend",,0
2022-05-01 13:12:18.686 UTC,"postgres","c18395341_stockbroker_db",4372,"[local]",626e86db.1114,1,"idle",2022-05-01 13:10:51 UTC,9/12,0,LOG,00000,"statement: CREATE TABLESPACE assignment_tablespace LOCATION '~/assignment/c18395341';",,,,,,,,,"psql","client backend",,0
2022-05-01 13:12:18.686 UTC,"postgres","c18395341_stockbroker_db",4372,"[local]",626e86db.1114,2,"CREATE TABLESPACE",2022-05-01 13:10:51 UTC,9/12,0,ERROR,42P17,"tablespace location must be an absolute path",,,,,,"CREATE TABLESPACE assignment_tablespace LOCATION '~/assignment/c18395341';",,,"psql","client backend",,0
2022-05-01 13:13:04.392 UTC,"postgres","c18395341_stockbroker_db",4372,"[local]",626e86db.1114,3,"idle",2022-05-01 13:10:51 UTC,9/13,0,LOG,00000,"statement: CREATE TABLESPACE assignment_tablespace LOCATION '/home/postgres/assignment/c18395341';",,,,,,,,,"psql","client backend",,0
2022-05-01 13:13:04.392 UTC,"postgres","c18395341_stockbroker_db",4372,"[local]",626e86db.1114,4,"CREATE TABLESPACE",2022-05-01 13:10:51 UTC,9/13,0,WARNING,42P17,"tablespace location should not be inside the data directory",,,,,,,,,"psql","client backend",,0
2022-05-01 13:14:24.989 UTC,"postgres","c18395341_stockbroker_db",4372,"[local]",626e86db.1114,5,"idle",2022-05-01 13:10:51 UTC,9/14,0,LOG,00000,"statement: SELECT spcname AS ""Name"",
  pg_catalog.pg_get_userbyid(spcowner) AS ""Owner"",
  pg_catalog.pg_tablespace_location(oid) AS ""Location"",
  pg_catalog.array_to_string(spcacl, E'\n') AS ""Access privileges"",
  spcoptions AS ""Options"",
  pg_catalog.pg_size_pretty(pg_catalog.pg_tablespace_size(oid)) AS ""Size"",
  pg_catalog.shobj_description(oid, 'pg_tablespace') AS ""Description""
FROM pg_catalog.pg_tablespace
ORDER BY 1;",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.015 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,1,"idle",2022-05-01 13:54:46 UTC,10/178,0,LOG,00000,"statement: DROP SCHEMA Internal_schema CASCADE;",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.021 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,2,"idle",2022-05-01 13:54:46 UTC,10/179,0,LOG,00000,"statement: DROP SCHEMA Public_info CASCADE;",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.027 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,3,"idle",2022-05-01 13:54:46 UTC,10/180,0,LOG,00000,"statement: DROP ROLE Trader;",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.028 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,4,"idle",2022-05-01 13:54:46 UTC,10/181,0,LOG,00000,"statement: DROP ROLE Customer;",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.030 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,5,"idle",2022-05-01 13:54:46 UTC,10/182,0,LOG,00000,"statement: CREATE SCHEMA Internal_schema;",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.031 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,6,"idle",2022-05-01 13:54:46 UTC,10/183,0,LOG,00000,"statement: CREATE SCHEMA Public_info;",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.033 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,7,"idle",2022-05-01 13:54:46 UTC,10/184,0,LOG,00000,"statement: CREATE ROLE Trader;",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.034 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,8,"idle",2022-05-01 13:54:46 UTC,10/185,0,LOG,00000,"statement: CREATE ROLE Customer WITH LOGIN;",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.035 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,9,"idle",2022-05-01 13:54:46 UTC,10/186,0,LOG,00000,"statement: ALTER DEFAULT PRIVILEGES IN SCHEMA Internal_schema REVOKE ALL ON TABLES FROM PUBLIC;",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.036 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,10,"idle",2022-05-01 13:54:46 UTC,10/187,0,LOG,00000,"statement: ALTER DEFAULT PRIVILEGES IN SCHEMA Public_info REVOKE ALL ON TABLES FROM PUBLIC;",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.036 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,11,"idle",2022-05-01 13:54:46 UTC,10/188,0,LOG,00000,"statement: ALTER DEFAULT PRIVILEGES IN SCHEMA Internal_schema GRANT SELECT ON TABLES TO Trader;",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.038 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,12,"idle",2022-05-01 13:54:46 UTC,10/189,0,LOG,00000,"statement: ALTER DEFAULT PRIVILEGES IN SCHEMA Internal_schema GRANT INSERT ON TABLES TO Trader;",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.039 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,13,"idle",2022-05-01 13:54:46 UTC,10/190,0,LOG,00000,"statement: ALTER DEFAULT PRIVILEGES IN SCHEMA Public_info GRANT SELECT ON TABLES TO Customer;",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.040 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,14,"idle",2022-05-01 13:54:46 UTC,10/191,0,LOG,00000,"statement: ALTER DEFAULT PRIVILEGES IN SCHEMA Public_info GRANT SELECT ON TABLES TO Trader;",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.041 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,15,"idle",2022-05-01 13:54:46 UTC,10/192,0,LOG,00000,"statement: CREATE TABLE Public_info.companies(
	internal_ID VARCHAR ( 50 ) PRIMARY KEY,
	company_name VARCHAR ( 50 ) UNIQUE NOT NULL,
	annual_revenue MONEY NOT NULL);",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.063 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,16,"idle",2022-05-01 13:54:46 UTC,10/193,0,LOG,00000,"statement: CREATE TABLE Internal_schema.traders(
	staff_ID VARCHAR ( 50 ) PRIMARY KEY,
	Trader_name VARCHAR ( 50 ) NOT NULL,
	date_joined DATE NOT NULL) PARTITION BY RANGE (date_joined);",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.070 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,17,"CREATE TABLE",2022-05-01 13:54:46 UTC,10/193,1008,ERROR,0A000,"unique constraint on partitioned table must include all partitioning columns","PRIMARY KEY constraint on table ""traders"" lacks column ""date_joined"" which is part of the partition key.",,,,,"CREATE TABLE Internal_schema.traders(
	staff_ID VARCHAR ( 50 ) PRIMARY KEY,
	Trader_name VARCHAR ( 50 ) NOT NULL,
	date_joined DATE NOT NULL) PARTITION BY RANGE (date_joined);",,,"psql","client backend",,0
2022-05-01 13:54:46.072 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,18,"idle",2022-05-01 13:54:46 UTC,10/194,0,LOG,00000,"statement: CREATE TABLE Public_info.Portfolio(
	Portfolio_ID VARCHAR ( 50 ) PRIMARY KEY,
	Portfolio_name VARCHAR ( 50 ) NOT NULL);",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.083 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,19,"idle",2022-05-01 13:54:46 UTC,10/195,0,LOG,00000,"statement: CREATE TABLE Public_info.prices(
	company_ID VARCHAR ( 50 ) references Public_info.companies(internal_ID),
	record_date DATE NOT NULL,
	record_value MONEY NOT NULL);",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.086 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,20,"idle",2022-05-01 13:54:46 UTC,10/196,0,LOG,00000,"statement: CREATE TABLE Internal_schema.positions(
	company_ID VARCHAR ( 50 ) references Public_info.companies(internal_ID),
	Portfolio_ID VARCHAR ( 50 ) references Public_info.Portfolio(Portfolio_ID),
	current_stock NUMERIC (20,3) NOT NULL);",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.088 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,21,"idle",2022-05-01 13:54:46 UTC,10/197,0,LOG,00000,"statement: CREATE index ix_annual_revenue_btree on Public_info.companies using btree (annual_revenue);",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.099 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,22,"idle",2022-05-01 13:54:46 UTC,10/198,0,LOG,00000,"statement: CREATE index ix_company_name_btree on Public_info.companies using btree (company_name);",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.110 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,23,"idle",2022-05-01 13:54:46 UTC,10/199,0,LOG,00000,"statement: CREATE index ix_staff_id_hash on Internal_schema.traders using hash (staff_ID);",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.110 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,24,"CREATE INDEX",2022-05-01 13:54:46 UTC,10/199,0,ERROR,42P01,"relation ""internal_schema.traders"" does not exist",,,,,,"CREATE index ix_staff_id_hash on Internal_schema.traders using hash (staff_ID);",,,"psql","client backend",,0
2022-05-01 13:54:46.111 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,25,"idle",2022-05-01 13:54:46 UTC,10/200,0,LOG,00000,"statement: CREATE index ix_date_joined_btree on Internal_schema.traders using btree (date_joined);",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.111 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,26,"CREATE INDEX",2022-05-01 13:54:46 UTC,10/200,0,ERROR,42P01,"relation ""internal_schema.traders"" does not exist",,,,,,"CREATE index ix_date_joined_btree on Internal_schema.traders using btree (date_joined);",,,"psql","client backend",,0
2022-05-01 13:54:46.111 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,27,"idle",2022-05-01 13:54:46 UTC,10/201,0,LOG,00000,"statement: CREATE index ix_Portfolio_ID on Public_info.Portfolio using hash (Portfolio_ID);",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.114 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,28,"idle",2022-05-01 13:54:46 UTC,10/202,0,LOG,00000,"statement: CREATE index ix_record_value on Public_info.prices using btree (record_value);",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.125 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,29,"idle",2022-05-01 13:54:46 UTC,10/203,0,LOG,00000,"statement: CREATE index ix_current_stock on Internal_schema.positions using btree (current_stock);",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.136 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,30,"idle",2022-05-01 13:54:46 UTC,10/204,0,LOG,00000,"statement: CREATE TABLE Internel_schema.traders_1 PARTITION OF Internel_schema.traders
	FOR VALUES FROM ('2022-01-01') TO ('2022-04-01');",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.136 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,31,"CREATE TABLE",2022-05-01 13:54:46 UTC,10/204,0,ERROR,3F000,"schema ""internel_schema"" does not exist",,,,,,"CREATE TABLE Internel_schema.traders_1 PARTITION OF Internel_schema.traders
	FOR VALUES FROM ('2022-01-01') TO ('2022-04-01');",14,,"psql","client backend",,0
2022-05-01 13:54:46.137 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,32,"idle",2022-05-01 13:54:46 UTC,10/205,0,LOG,00000,"statement: CREATE TABLE Internal_schema.traders_2 PARTITION OF Internel_schema.traders
	FOR VALUES FROM ('2022-04-01') TO ('2022-07-01');",,,,,,,,,"psql","client backend",,0
2022-05-01 13:54:46.137 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,33,"CREATE TABLE",2022-05-01 13:54:46 UTC,10/205,0,ERROR,3F000,"schema ""internel_schema"" does not exist",,,,,,"CREATE TABLE Internal_schema.traders_2 PARTITION OF Internel_schema.traders
	FOR VALUES FROM ('2022-04-01') TO ('2022-07-01');",,,"psql","client backend",,0
2022-05-01 13:54:46.138 UTC,"postgres","c18395341_stockbroker_db",4671,"[local]",626e9126.123f,34,"idle",2022-05-01 13:54:46 UTC,10/206,0,LOG,00000,"statement: CREATE TABLE Internel_schema.traders_3 PARTITION OF Internel_schema.traders
	FOR VALUES FROM ('2022-07-01') TO ('2022-10-01');",,,,,,,,,"psql","client backend",,0
