2022-05-02 14:02:29.216 UTC,"postgres","c18395341_stockbroker_db",5905,"[local]",626fe475.1711,2,"idle",2022-05-02 14:02:29 UTC,11/151,0,LOG,00000,"statement: SELECT pg_catalog.pg_is_in_recovery()",,,,,,,,,"pg_dump","client backend",,0
2022-05-02 14:02:29.217 UTC,"postgres","c18395341_stockbroker_db",5905,"[local]",626fe475.1711,3,"idle",2022-05-02 14:02:29 UTC,11/152,0,LOG,00000,"statement: SELECT pg_catalog.set_config('search_path', '', false);",,,,,,,,,"pg_dump","client backend",,0
2022-05-02 14:02:29.218 UTC,"postgres","c18395341_stockbroker_db",5905,"[local]",626fe475.1711,4,"idle",2022-05-02 14:02:29 UTC,11/153,0,LOG,00000,"statement: SET DATESTYLE = ISO",,,,,,,,,"pg_dump","client backend",,0
2022-05-02 14:02:29.218 UTC,"postgres","c18395341_stockbroker_db",5905,"[local]",626fe475.1711,5,"idle",2022-05-02 14:02:29 UTC,11/154,0,LOG,00000,"statement: SET INTERVALSTYLE = POSTGRES",,,,,,,,,"pg_dump","client backend",,0
2022-05-02 14:02:29.219 UTC,"postgres","c18395341_stockbroker_db",5905,"[local]",626fe475.1711,6,"idle",2022-05-02 14:02:29 UTC,11/155,0,LOG,00000,"statement: SET extra_float_digits TO 3",,,,,,,,,"pg_dump","client backend",,0
2022-05-02 14:02:29.219 UTC,"postgres","c18395341_stockbroker_db",5905,"[local]",626fe475.1711,7,"idle",2022-05-02 14:02:29 UTC,11/156,0,LOG,00000,"statement: SET synchronize_seqscans TO off",,,,,,,,,"pg_dump","client backend",,0
2022-05-02 14:02:29.219 UTC,"postgres","c18395341_stockbroker_db",5905,"[local]",626fe475.1711,8,"idle",2022-05-02 14:02:29 UTC,11/157,0,LOG,00000,"statement: SET statement_timeout = 0",,,,,,,,,"pg_dump","client backend",,0
2022-05-02 14:02:29.220 UTC,"postgres","c18395341_stockbroker_db",5905,"[local]",626fe475.1711,9,"idle",2022-05-02 14:02:29 UTC,11/158,0,LOG,00000,"statement: SET lock_timeout = 0",,,,,,,,,"pg_dump","client backend",,0
2022-05-02 14:02:29.220 UTC,"postgres","c18395341_stockbroker_db",5905,"[local]",626fe475.1711,10,"idle",2022-05-02 14:02:29 UTC,11/159,0,LOG,00000,"statement: SET idle_in_transaction_session_timeout = 0",,,,,,,,,"pg_dump","client backend",,0
2022-05-02 14:02:29.221 UTC,"postgres","c18395341_stockbroker_db",5905,"[local]",626fe475.1711,11,"idle",2022-05-02 14:02:29 UTC,11/160,0,LOG,00000,"statement: SET row_security = off",,,,,,,,,"pg_dump","client backend",,0
2022-05-02 14:02:29.221 UTC,"postgres","c18395341_stockbroker_db",5905,"[local]",626fe475.1711,12,"idle",2022-05-02 14:02:29 UTC,11/161,0,LOG,00000,"statement: BEGIN",,,,,,,,,"pg_dump","client backend",,0
2022-05-02 14:02:29.222 UTC,"postgres","c18395341_stockbroker_db",5905,"[local]",626fe475.1711,13,"idle in transaction",2022-05-02 14:02:29 UTC,11/161,0,LOG,00000,"statement: SET TRANSACTION ISOLATION LEVEL REPEATABLE READ, READ ONLY",,,,,,,,,"pg_dump","client backend",,0
2022-05-02 14:02:29.223 UTC,"postgres","c18395341_stockbroker_db",5905,"[local]",626fe475.1711,14,"idle in transaction",2022-05-02 14:02:29 UTC,11/161,0,LOG,00000,"statement: SELECT x.tableoid, x.oid, x.extname, n.nspname, x.extrelocatable, x.extversion, x.extconfig, x.extcondition FROM pg_extension x JOIN pg_namespace n ON n.oid = x.extnamespace",,,,,,,,,"pg_dump","client backend",,0
2022-05-02 14:02:29.238 UTC,"postgres","c18395341_stockbroker_db",5905,"[local]",626fe475.1711,15,"idle in transaction",2022-05-02 14:02:29 UTC,11/161,0,LOG,00000,"statement: SELECT classid, objid, refobjid FROM pg_depend WHERE refclassid = 'pg_extension'::regclass AND deptype = 'e' ORDER BY 3",,,,,,,,,"pg_dump","client backend",,0
